Namespace(batch_size=64, device='cuda', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_epochs=5, max_norm=5.0, print_every=50, sample_every=1000, seq_length=30, summary_path='./summaries/', train_steps=20000, txt_file='./assets/book_EN_grimms_fairy_tails.txt')
Device: cuda
Txt file: ./assets/book_EN_grimms_fairy_tails.txt
Initialize dataset with 550595 characters, 91 unique.
[2020-11-27 15:31] EPOCH 0 Train Step 0049/20000, Batch Size = 64,                         Examples/Sec = 2192.94, Accuracy = 0.28, Loss = 2.701
[2020-11-27 15:31] EPOCH 0 Train Step 0099/20000, Batch Size = 64,                         Examples/Sec = 2312.50, Accuracy = 0.38, Loss = 2.240
[2020-11-27 15:31] EPOCH 0 Train Step 0149/20000, Batch Size = 64,                         Examples/Sec = 2266.16, Accuracy = 0.42, Loss = 2.090
[2020-11-27 15:32] EPOCH 0 Train Step 0199/20000, Batch Size = 64,                         Examples/Sec = 2245.81, Accuracy = 0.45, Loss = 1.945
[2020-11-27 15:32] EPOCH 0 Train Step 0249/20000, Batch Size = 64,                         Examples/Sec = 2061.37, Accuracy = 0.46, Loss = 1.864
[2020-11-27 15:32] EPOCH 0 Train Step 0299/20000, Batch Size = 64,                         Examples/Sec = 1894.79, Accuracy = 0.48, Loss = 1.793
[2020-11-27 15:32] EPOCH 0 Train Step 0349/20000, Batch Size = 64,                         Examples/Sec = 2053.14, Accuracy = 0.49, Loss = 1.721
[2020-11-27 15:32] EPOCH 0 Train Step 0399/20000, Batch Size = 64,                         Examples/Sec = 1953.32, Accuracy = 0.52, Loss = 1.626
[2020-11-27 15:32] EPOCH 0 Train Step 0449/20000, Batch Size = 64,                         Examples/Sec = 2110.16, Accuracy = 0.49, Loss = 1.702
[2020-11-27 15:32] EPOCH 0 Train Step 0499/20000, Batch Size = 64,                         Examples/Sec = 1884.56, Accuracy = 0.52, Loss = 1.641
[2020-11-27 15:32] EPOCH 0 Train Step 0549/20000, Batch Size = 64,                         Examples/Sec = 2077.71, Accuracy = 0.54, Loss = 1.528
[2020-11-27 15:32] EPOCH 0 Train Step 0599/20000, Batch Size = 64,                         Examples/Sec = 1952.94, Accuracy = 0.53, Loss = 1.643
[2020-11-27 15:32] EPOCH 0 Train Step 0649/20000, Batch Size = 64,                         Examples/Sec = 1937.24, Accuracy = 0.53, Loss = 1.531
[2020-11-27 15:32] EPOCH 0 Train Step 0699/20000, Batch Size = 64,                         Examples/Sec = 2602.23, Accuracy = 0.54, Loss = 1.507
[2020-11-27 15:32] EPOCH 0 Train Step 0749/20000, Batch Size = 64,                         Examples/Sec = 2092.74, Accuracy = 0.55, Loss = 1.506
[2020-11-27 15:32] EPOCH 0 Train Step 0799/20000, Batch Size = 64,                         Examples/Sec = 1995.89, Accuracy = 0.55, Loss = 1.561
[2020-11-27 15:32] EPOCH 0 Train Step 0849/20000, Batch Size = 64,                         Examples/Sec = 2189.42, Accuracy = 0.56, Loss = 1.458
[2020-11-27 15:32] EPOCH 0 Train Step 0899/20000, Batch Size = 64,                         Examples/Sec = 1952.75, Accuracy = 0.57, Loss = 1.438
[2020-11-27 15:32] EPOCH 0 Train Step 0949/20000, Batch Size = 64,                         Examples/Sec = 1947.63, Accuracy = 0.54, Loss = 1.507
[2020-11-27 15:32] EPOCH 0 Train Step 0999/20000, Batch Size = 64,                         Examples/Sec = 2094.21, Accuracy = 0.57, Loss = 1.427
[2020-11-27 15:32] EPOCH 0 Train Step 1049/20000, Batch Size = 64,                         Examples/Sec = 2176.49, Accuracy = 0.57, Loss = 1.452
[2020-11-27 15:32] EPOCH 0 Train Step 1099/20000, Batch Size = 64,                         Examples/Sec = 1898.76, Accuracy = 0.58, Loss = 1.392
